16777472,767,CN
1,1023,AU
1,2047,CN
1,4095,JP
1,8191,CN
1,16383,JP
1,32767,TH
1,255,CN
257,15871,CN
1,16383,JP
1,32767,TH
1,767,CN
1,255,AU
1,31743,CN
1,32767,TH
1,65535,CN
1,255,AU
1,32511,CN
1,32767,TH
1,65535,JP
1,131071,IN
1,65535,CN
1,65535,MY
1,2559,CN
1,255,IN
1,29951,CN
1,32767,TH
1,65535,KR
1,262143,CN
1,262143,KR
1,65535,TH
1,57343,JP
1,8191,SG
1,131071,IN
1,524287,CN
1,32767,MY
1,16895,SG
1,255,TW
1,511,SG
1,255,TW
1,1023,SG
1,127,TW
1,127,SG
1,127,TW
1,127,SG
1,127,TW
1,127,SG
1,255,HK
1,522,SG
1,0,TW
1,3059,SG
1,255,KR
1,1336,SG
1,0,JP
1,7621,SG
1,65535,JP
1,0,CN
1,131070,TW
1,65535,HK
1,65535,PH
1,131071,IN
1,327679,AU
1,65535,CN
1,15360,TH
1,0,CN
1,115709,TH
1,262143,CN
1,63231,VN
1,7,HK
1,7,SG
1,198895,VN
1,524287,CN
1,131071,HK
1,131071,JP
1,262143,CN
1,524287,JP
1,1048575,CN
1,1048575,KR
1,262143,JP
1,139263,CN
1,255,NL
1,122623,CN
1,2621439,AU
1,1048575,TW
1,131071,KR
1,511,US
1,511,AU
1,767,US
1,255,IE
1,511,US
1,255,DE
1,255,AU
1,1023,US
1,255,BH
1,255,IT
1,255,ZA
1,255,ID
1,255,AE
1,255,CH
1,255,ES
1,255,IN
1,255,AU
1,255,IL
1,255,CA
1,255,NZ
1,255,TH
1,255,MX
1,255,US
1,255,TW
1,4095,BR
1,4095,AR
1,255,JP
1,255,US
1,511,AU
1,3071,US
1,1535,AU
1,511,US
1,255,IN
1,255,SG
1,255,FR
1,255,KR
1,255,CA
1,255,SE
1,255,GB
1,255,BR
1,1023,AU
1,255,US
1,255,JP
1,255,MY
1,255,HK
1,2047,US
1,8191,PS
1,7679,US
1,255,SE
1,1279,AU
1,7167,US
1,4095,PS
1,8191,ES
1,511,AU
1,511,US
1,2559,AU
1,511,US
1,2047,AU
1,4095,US
1,2047,PS
1,1023,AU
1,2559,US
1,511,AU
1,2047,US
1,2047,PS
1,2047,US
1,2047,PS
1,1023,AU
1,3071,US
1,4095,FR
1,32767,TH
1,393215,CN
1,37119,GB
1,255,IN
1,1023,GB
1,255,IN
1,11263,GB
1,255,IN
1,3071,GB
1,255,IN
1,767,GB
1,767,IN
1,2160,GB
1,0,IN
1,8333,GB
1,65535,IN
1,786431,CN
1,65535,TW
1,65535,KR
1,393215,CN
1,3145727,KR
1,196607,SE
1,851967,FR
1,255,BR
1,255,DE
1,255,CZ
1,1279,NL
1,255,ES
1,255,NL
1,255,DE
1,255,FR
1,511,CH
1,255,NL
1,255,AR
1,255,AT
1,255,IT
1,255,NL
1,255,GR
1,511,RU
1,255,IT
1,255,SE
1,1279,NL
1,1279,DE
1,255,ZA
1,255,NL
1,255,DE
1,255,GB
1,511,ES
1,255,NL
1,255,DE
1,511,NL
1,255,AE
1,255,NL
1,511,DE
1,255,FR
1,767,NL
1,255,DE
1,255,RU
1,255,ES
1,255,GB
1,255,SE
1,255,NL
1,511,GB
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,2,CZ
1,36,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,1,CZ
1,0,NL
1,0,CZ
1,3,NL
1,0,CZ
1,0,NL
1,0,CZ
1,4,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,3,CZ
1,3,NL
1,0,CZ
1,135,NL
1,2,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,0,DE
1,138,NL
1,255,DE
1,255,DK
1,255,ES
1,255,PT
1,511,BR
1,511,SE
1,511,IT
1,511,DE
1,511,NL
1,255,US
1,255,GH
1,255,NL
1,255,DE
1,511,JP
1,1535,NL
1,255,ES
1,1791,NL
1,1535,DE
1,255,NL
1,255,RU
1,511,DE
1,511,NL
1,255,BR
1,255,ZA
1,511,DE
1,511,FR
1,948,NL
1,2,FR
1,0,NL
1,33,FR
1,292,NL
1,255,DE
1,255,BR
1,255,DE
1,511,NL
1,511,FR
1,511,NL
1,255,ID
1,255,DE
1,255,NL
1,255,FR
1,511,DE
1,255,CM
1,255,ZA
1,255,NL
1,255,DE
1,511,NL
1,255,BR
1,255,DE
1,255,NL
1,255,FR
1,511,GB
1,1535,NL
1,255,FR
1,255,GB
1,255,RU
1,255,SE
1,511,NL
1,255,AE
1,767,NL
1,255,ZA
1,255,GB
1,255,DE
1,255,FR
1,255,BR
1,255,CA
1,255,DE
1,255,BR
1,255,CA
1,255,FI
1,255,PL
1,255,GB
1,511,SE
1,1023,KR
1,255,NL
1,255,IT
1,1023,DE
1,116,NL
1,2,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,3,DE
1,3,NL
1,0,DE
1,47,NL
1,2,DE
1,3,NL
1,0,DE
1,10,NL
1,255,BR
1,1023,GR
1,1023,DE
1,511,BR
1,255,GB
1,255,ZA
1,511,BR
1,255,DE
1,255,NL
1,1023,DE
1,1023,FR
1,1023,DE
1,1023,BR
1,1023,GR
1,1023,ES
1,1023,NL
1,1023,US
1,255,NL
1,1279,DE
1,255,FR
1,255,GB
1,255,HK
1,255,FR
1,1535,GB
1,1023,NL
1,1023,DK
1,1023,GB
1,1023,CH
1,767,NL
1,255,FR
1,1023,DE
1,511,NL
1,255,DE
1,255,NL
1,1023,JO
1,1535,NL
1,255,DE
1,255,ES
1,255,NL
